col_a,col_b,col_c,col_d
GR-0013933,PO-0017115,2024-10-11,200
GR-0013934,PO-0017117,2024-03-16,500
GR-0013935,PO-0017118,2025-08-01,500
GR-0013936,PO-0017119,2024-07-15,1000
GR-0013937,PO-0017120,2024-12-24,1000
GR-0013938,PO-0017122,2024-07-03,200
GR-0013939,PO-0017123,2025-09-26,1000
GR-0013940,PO-0017124,2024-09-12,845
GR-0013941,PO-0017125,2024-08-25,500
GR-0013942,PO-0017126,2024-12-11,100
GR-0013943,PO-0017127,2026-02-25,1000
GR-0013944,PO-0017128,2026-02-27,200
GR-0013945,PO-0017129,2024-09-23,50
GR-0013946,PO-0017130,2026-05-16,50
GR-0013947,PO-0017131,2024-06-03,1000
GR-0013948,PO-0017132,2026-03-27,200
GR-0013949,PO-0017133,2026-01-26,50
GR-0013950,PO-0017134,2024-04-25,50
GR-0013951,PO-0017135,2025-06-08,846
GR-0013952,PO-0017137,2025-03-04,1000
GR-0013953,PO-0017138,2026-01-31,100
GR-0013954,PO-0017140,2026-04-18,100
GR-0013955,PO-0017141,2025-07-22,200
GR-0013956,PO-0017142,2026-01-23,42
GR-0013957,PO-0017145,2024-05-18,100
GR-0013958,PO-0017146,2025-06-08,50
GR-0013959,PO-0017147,2026-01-14,50
GR-0013960,PO-0017148,2024-07-25,777
GR-0013961,PO-0017149,2025-04-18,100
GR-0013962,PO-0017150,2025-10-07,50
GR-0013963,PO-0017151,2026-03-14,50
GR-0013964,PO-0017152,2025-08-22,200
GR-0013965,PO-0017153,2026-04-06,1000
GR-0013966,PO-0017156,2025-08-28,100
GR-0013967,PO-0017157,2026-04-14,79
GR-0013968,PO-0017158,2025-08-25,1000
GR-0013969,PO-0017159,2026-05-24,50
GR-0013970,PO-0017160,2026-06-06,500
GR-0013971,PO-0017162,2025-01-13,200
GR-0013972,PO-0017163,2024-04-15,200
GR-0013973,PO-0017164,2024-05-18,50
GR-0013974,PO-0017165,2024-08-28,50
GR-0013975,PO-0017166,2025-08-16,1000
GR-0013976,PO-0017167,2024-11-26,1000
GR-0013977,PO-0017168,2025-01-21,500
GR-0013978,PO-0017169,2024-10-19,1000
GR-0013979,PO-0017170,2024-11-27,200
GR-0013980,PO-0017171,2026-02-09,200
GR-0013981,PO-0017172,2025-06-05,500
GR-0013982,PO-0017173,2026-06-11,1000
GR-0013983,PO-0017174,2026-05-19,50
GR-0013984,PO-0017175,2026-06-11,500
GR-0013985,PO-0017176,2024-05-19,100
GR-0013986,PO-0017177,2024-06-10,463
GR-0013987,PO-0017178,2024-06-16,500
GR-0013988,PO-0017180,2024-10-18,1000
GR-0013989,PO-0017181,2025-11-24,100
GR-0013990,PO-0017182,2024-03-20,500
GR-0013991,PO-0017183,2025-08-06,500
GR-0013992,PO-0017184,2024-11-27,1000
GR-0013993,PO-0017185,2024-02-15,1000
GR-0013994,PO-0017186,2026-01-02,100
GR-0013995,PO-0017187,2024-06-03,200
GR-0013996,PO-0017189,2026-04-27,200
GR-0013997,PO-0017190,2024-06-30,473
GR-0013998,PO-0017193,2025-03-08,200
GR-0013999,PO-0017194,2026-05-12,1000
GR-0014000,PO-0017195,2026-04-15,200
GR-0014001,PO-0017196,2024-10-18,1000
GR-0014002,PO-0017197,2025-04-18,150
GR-0014003,PO-0017199,2024-12-19,50
GR-0014004,PO-0017200,2026-05-14,50
GR-0014005,PO-0017203,2024-09-22,50
GR-0014006,PO-0017204,2025-11-09,500
GR-0014007,PO-0017205,2025-07-23,42
GR-0014008,PO-0017206,2026-04-03,146
GR-0014009,PO-0017207,2026-05-03,1000
GR-0014010,PO-0017208,2025-04-11,200
GR-0014011,PO-0017210,2025-10-17,200
GR-0014012,PO-0017211,2026-01-16,50
GR-0014013,PO-0017212,2026-05-28,500
GR-0014014,PO-0017213,2026-02-12,37
GR-0014015,PO-0017214,2025-03-28,200
GR-0014016,PO-0017215,2024-08-30,100
GR-0014017,PO-0017216,2024-02-18,1000
GR-0014018,PO-0017217,2024-04-20,1000
GR-0014019,PO-0017218,2026-05-23,50
GR-0014020,PO-0017219,2024-05-28,1000
GR-0014021,PO-0017220,2024-11-04,200
GR-0014022,PO-0017221,2026-06-11,1000
GR-0014023,PO-0017222,2026-04-23,1000
GR-0014024,PO-0017224,2024-07-21,89
GR-0014025,PO-0017225,2026-01-18,100
GR-0014026,PO-0017226,2025-07-18,200
GR-0014027,PO-0017227,2025-05-28,200
GR-0014028,PO-0017228,2024-04-21,50
GR-0014029,PO-0017229,2026-06-01,200
GR-0014030,PO-0017230,2025-06-30,50
GR-0014031,PO-0017231,2026-01-18,100
GR-0014032,PO-0017232,2025-02-28,100
GR-0014033,PO-0017233,2025-02-23,500
GR-0014034,PO-0017234,2024-04-23,1000
GR-0014035,PO-0017235,2025-01-03,500
GR-0014036,PO-0017236,2026-04-26,50
GR-0014037,PO-0017237,2025-12-13,200
GR-0014038,PO-0017238,2026-01-04,500
GR-0014039,PO-0017240,2025-03-01,200
GR-0014040,PO-0017241,2024-08-15,1000
GR-0014041,PO-0017243,2026-01-28,1000
GR-0014042,PO-0017244,2025-06-04,200
GR-0014043,PO-0017245,2025-11-11,1000
GR-0014044,PO-0017246,2024-08-13,1000
GR-0014045,PO-0017247,2026-02-03,50
GR-0014046,PO-0017248,2024-11-03,1000
GR-0014047,PO-0017249,2026-05-01,47
GR-0014048,PO-0017251,2025-04-19,1000
GR-0014049,PO-0017252,2024-07-17,500
GR-0014050,PO-0017256,2024-12-23,500
GR-0014051,PO-0017257,2024-06-29,500
GR-0014052,PO-0017258,2024-08-12,50
GR-0014053,PO-0017259,2025-04-19,200
GR-0014054,PO-0017260,2026-02-22,500
GR-0014055,PO-0017261,2024-08-07,50
GR-0014056,PO-0017262,2025-06-27,50
GR-0014057,PO-0017264,2024-12-15,200
GR-0014058,PO-0017266,2025-06-14,100
GR-0014059,PO-0017267,2025-12-29,100
GR-0014060,PO-0017268,2026-01-28,500
GR-0014061,PO-0017269,2025-09-12,1000
GR-0014062,PO-0017270,2025-08-06,500
GR-0014063,PO-0017271,2024-12-18,500
GR-0014064,PO-0017272,2024-04-22,500
GR-0014065,PO-0017273,2024-10-29,200
GR-0014066,PO-0017274,2026-04-03,200
GR-0014067,PO-0017275,2025-01-20,428
GR-0014068,PO-0017276,2025-07-03,100
GR-0014069,PO-0017277,2025-10-25,50
GR-0014070,PO-0017278,2026-03-24,1000
GR-0014071,PO-0017279,2025-06-10,50
GR-0014072,PO-0017280,2025-11-02,100
GR-0014073,PO-0017281,2024-06-29,816
GR-0014074,PO-0017282,2026-04-17,50
GR-0014075,PO-0017283,2026-01-19,100
GR-0014076,PO-0017284,2024-09-12,200
GR-0014077,PO-0017285,2024-12-19,500
GR-0014078,PO-0017286,2025-12-14,100
GR-0014079,PO-0017288,2025-09-28,100
GR-0014080,PO-0017289,2024-04-17,100
GR-0014081,PO-0017290,2024-12-15,500
GR-0014082,PO-0017292,2025-03-03,100
GR-0014083,PO-0017293,2025-05-22,50
GR-0014084,PO-0017295,2025-07-18,500
GR-0014085,PO-0017296,2026-02-24,100
GR-0014086,PO-0017297,2024-07-16,1000
GR-0014087,PO-0017298,2025-11-14,43
GR-0014088,PO-0017299,2025-09-08,100
GR-0014089,PO-0017301,2025-10-16,1000
GR-0014090,PO-0017302,2025-07-08,200
GR-0014091,PO-0017303,2026-04-22,100
GR-0014092,PO-0017304,2025-06-08,200
GR-0014093,PO-0017305,2024-11-04,500
GR-0014094,PO-0017306,2025-09-06,200
GR-0014095,PO-0017309,2024-06-01,100
GR-0014096,PO-0017310,2025-07-07,100
GR-0014097,PO-0017311,2024-07-03,1000
GR-0014098,PO-0017312,2024-08-31,1000
GR-0014099,PO-0017313,2025-01-27,487
GR-0014100,PO-0017314,2025-04-22,50
GR-0014101,PO-0017315,2024-05-30,200
GR-0014102,PO-0017316,2024-05-05,500
GR-0014103,PO-0017317,2024-10-06,200
GR-0014104,PO-0017319,2024-12-19,50
GR-0014105,PO-0017320,2025-04-18,740
GR-0014106,PO-0017321,2025-05-21,1000
GR-0014107,PO-0017322,2024-05-14,200
GR-0014108,PO-0017323,2026-01-09,50
GR-0014109,PO-0017324,2026-02-02,1000
GR-0014110,PO-0017325,2025-02-09,158
GR-0014111,PO-0017326,2026-03-24,100
GR-0014112,PO-0017327,2025-08-13,100
GR-0014113,PO-0017328,2024-03-01,98
GR-0014114,PO-0017329,2024-12-20,500
GR-0014115,PO-0017330,2024-09-29,50
GR-0014116,PO-0017331,2026-05-30,1000
GR-0014117,PO-0017332,2025-01-18,100
GR-0014118,PO-0017333,2024-05-07,50
GR-0014119,PO-0017335,2026-04-01,100
GR-0014120,PO-0017336,2026-02-19,100
GR-0014121,PO-0017338,2024-02-20,100
GR-0014122,PO-0017339,2024-09-29,1000
GR-0014123,PO-0017340,2026-03-24,1000
GR-0014124,PO-0017341,2024-09-29,100
GR-0014125,PO-0017342,2026-05-14,100
GR-0014126,PO-0017343,2025-01-23,500
GR-0014127,PO-0017346,2025-12-18,500
GR-0014128,PO-0017348,2025-01-28,1000
GR-0014129,PO-0017349,2026-04-11,200
GR-0014130,PO-0017350,2026-01-02,500
GR-0014131,PO-0017351,2024-04-29,200
GR-0014132,PO-0017352,2025-09-09,100
GR-0014133,PO-0017353,2024-05-08,200
GR-0014134,PO-0017354,2026-06-04,200
GR-0014135,PO-0017355,2026-01-07,100
GR-0014136,PO-0017356,2025-06-14,200
GR-0014137,PO-0017357,2025-02-01,200
GR-0014138,PO-0017358,2025-07-29,1000
GR-0014139,PO-0017359,2025-01-21,90
GR-0014140,PO-0017360,2025-04-27,500
GR-0014141,PO-0017361,2024-03-19,50
GR-0014142,PO-0017362,2024-03-10,1000
GR-0014143,PO-0017363,2026-03-08,500
GR-0014144,PO-0017364,2025-03-25,200
GR-0014145,PO-0017365,2025-10-22,500
GR-0014146,PO-0017366,2025-02-18,500
GR-0014147,PO-0017367,2026-05-28,200
GR-0014148,PO-0017368,2025-12-19,200
GR-0014149,PO-0017369,2024-06-11,200
GR-0014150,PO-0017370,2025-12-27,200
GR-0014151,PO-0017371,2024-10-16,100
GR-0014152,PO-0017372,2026-05-30,100
GR-0014153,PO-0017373,2024-05-10,834
GR-0014154,PO-0017375,2025-08-13,50
GR-0014155,PO-0017376,2024-10-31,500
GR-0014156,PO-0017378,2026-02-11,50
GR-0014157,PO-0017379,2024-05-01,100
GR-0014158,PO-0017380,2024-04-27,36
GR-0014159,PO-0017381,2024-11-05,100
GR-0014160,PO-0017382,2024-10-11,100
GR-0014161,PO-0017383,2025-02-21,100
GR-0014162,PO-0017384,2025-12-19,1000
GR-0014163,PO-0017385,2025-02-01,1000
GR-0014164,PO-0017386,2025-07-27,200
GR-0014165,PO-0017387,2025-08-21,200
GR-0014166,PO-0017389,2026-03-30,157
GR-0014167,PO-0017390,2024-11-12,500
GR-0014168,PO-0017392,2025-02-13,100
GR-0014169,PO-0017393,2025-06-21,1000
GR-0014170,PO-0017394,2024-08-23,100
GR-0014171,PO-0017395,2025-12-02,50
GR-0014172,PO-0017397,2025-02-03,200
GR-0014173,PO-0017398,2025-09-27,1000
GR-0014174,PO-0017399,2024-12-21,1000
GR-0014175,PO-0017400,2025-04-15,50
GR-0014176,PO-0017402,2024-07-26,100
GR-0014177,PO-0017403,2025-10-29,200
GR-0014178,PO-0017404,2024-04-26,1000
GR-0014179,PO-0017405,2024-03-13,1000
GR-0014180,PO-0017406,2025-02-19,42
GR-0014181,PO-0017407,2025-09-02,100
GR-0014182,PO-0017408,2024-10-08,500
GR-0014183,PO-0017409,2025-09-06,500
GR-0014184,PO-0017410,2026-04-12,500
GR-0014185,PO-0017411,2025-09-08,100
GR-0014186,PO-0017412,2025-08-29,362
GR-0014187,PO-0017413,2025-09-02,50
GR-0014188,PO-0017414,2025-08-05,1000
GR-0014189,PO-0017415,2025-03-20,100
GR-0014190,PO-0017416,2024-08-31,50
GR-0014191,PO-0017417,2025-01-28,200
GR-0014192,PO-0017418,2026-01-09,200
GR-0014193,PO-0017419,2025-05-15,50
GR-0014194,PO-0017420,2024-09-18,200
GR-0014195,PO-0017421,2024-02-14,500
GR-0014196,PO-0017423,2025-09-07,200
GR-0014197,PO-0017424,2024-01-24,50
GR-0014198,PO-0017425,2025-11-28,1000
GR-0014199,PO-0017426,2026-02-26,1000
GR-0014200,PO-0017427,2024-12-21,1000
GR-0014201,PO-0017428,2025-09-02,200
GR-0014202,PO-0017429,2024-08-14,500
GR-0014203,PO-0017430,2024-07-24,500
GR-0014204,PO-0017431,2025-02-21,50
GR-0014205,PO-0017433,2026-02-09,500
GR-0014206,PO-0017435,2025-09-03,500
GR-0014207,PO-0017436,2024-09-15,200
GR-0014208,PO-0017437,2026-03-15,200
GR-0014209,PO-0017438,2025-05-14,50
GR-0014210,PO-0017439,2025-07-06,48
GR-0014211,PO-0017442,2025-01-07,500
GR-0014212,PO-0017443,2024-03-26,91
GR-0014213,PO-0017444,2026-02-21,100
GR-0014214,PO-0017445,2025-03-20,200
GR-0014215,PO-0017446,2025-02-10,1000
GR-0014216,PO-0017448,2026-01-05,934
GR-0014217,PO-0017449,2024-07-14,42
GR-0014218,PO-0017450,2025-06-15,500
GR-0014219,PO-0017451,2025-02-28,76
GR-0014220,PO-0017453,2025-10-12,500
GR-0014221,PO-0017455,2025-12-10,200
GR-0014222,PO-0017457,2025-10-03,100
GR-0014223,PO-0017460,2025-01-22,1000
GR-0014224,PO-0017461,2025-05-10,1000
GR-0014225,PO-0017462,2026-05-21,50
GR-0014226,PO-0017463,2024-05-06,966
GR-0014227,PO-0017464,2024-03-01,100
GR-0014228,PO-0017465,2024-10-10,500
GR-0014229,PO-0017466,2025-04-18,500
GR-0014230,PO-0017469,2024-09-22,100
GR-0014231,PO-0017470,2024-04-26,200
GR-0014232,PO-0017472,2024-11-29,500
GR-0014233,PO-0017473,2024-06-30,50
GR-0014234,PO-0017474,2025-01-25,1000
GR-0014235,PO-0017475,2025-07-31,1000
GR-0014236,PO-0017476,2026-03-14,50
GR-0014237,PO-0017477,2026-06-14,1000
GR-0014238,PO-0017478,2024-03-05,50
GR-0014239,PO-0017479,2024-04-09,200
GR-0014240,PO-0017480,2024-04-06,1000
GR-0014241,PO-0017481,2025-07-08,100
GR-0014242,PO-0017482,2024-04-07,50
GR-0014243,PO-0017483,2025-11-26,100
GR-0014244,PO-0017484,2024-12-20,500
GR-0014245,PO-0017485,2024-08-03,100
GR-0014246,PO-0017486,2024-05-11,1000
GR-0014247,PO-0017487,2026-01-21,200
GR-0014248,PO-0017488,2024-11-23,1000
GR-0014249,PO-0017489,2025-08-30,1000
GR-0014250,PO-0017490,2024-10-30,484
GR-0014251,PO-0017491,2025-11-02,100
GR-0014252,PO-0017492,2025-05-22,100
GR-0014253,PO-0017494,2025-04-21,500
GR-0014254,PO-0017495,2026-05-11,500
GR-0014255,PO-0017496,2024-06-14,1000
GR-0014256,PO-0017500,2024-02-05,1000
GR-0014257,PO-0017501,2025-07-23,500
GR-0014258,PO-0017502,2025-08-14,100
GR-0014259,PO-0017503,2025-09-11,50
GR-0014260,PO-0017505,2025-08-12,100
GR-0014261,PO-0017506,2024-09-17,100
GR-0014262,PO-0017507,2026-01-11,50
GR-0014263,PO-0017508,2024-12-21,351
GR-0014264,PO-0017509,2024-03-27,50
GR-0014265,PO-0017510,2024-11-03,100
GR-0014266,PO-0017513,2025-06-01,200
GR-0014267,PO-0017514,2025-08-18,500
GR-0014268,PO-0017515,2025-09-02,1000
GR-0014269,PO-0017516,2025-04-16,97
GR-0014270,PO-0017517,2024-04-29,500
GR-0014271,PO-0017518,2024-08-03,50
GR-0014272,PO-0017519,2026-04-07,44
GR-0014273,PO-0017520,2025-09-18,50
GR-0014274,PO-0017521,2025-10-05,50
GR-0014275,PO-0017522,2026-02-05,100
GR-0014276,PO-0017523,2025-01-23,500
GR-0014277,PO-0017524,2026-05-16,100
GR-0014278,PO-0017525,2024-07-24,1000
GR-0014279,PO-0017526,2024-11-11,50
GR-0014280,PO-0017527,2025-01-16,50
GR-0014281,PO-0017528,2025-03-04,50
GR-0014282,PO-0017529,2024-12-19,100
GR-0014283,PO-0017530,2026-04-13,100
GR-0014284,PO-0017531,2025-10-19,1000
GR-0014285,PO-0017532,2024-12-18,1000
GR-0014286,PO-0017533,2024-08-07,50
GR-0014287,PO-0017534,2025-07-30,50
GR-0014288,PO-0017535,2024-11-18,1000
GR-0014289,PO-0017536,2025-05-27,100
GR-0014290,PO-0017539,2025-11-18,50
GR-0014291,PO-0017541,2025-09-16,50
GR-0014292,PO-0017542,2025-12-26,500
GR-0014293,PO-0017543,2026-03-28,200
GR-0014294,PO-0017544,2024-09-06,500
GR-0014295,PO-0017546,2024-10-10,500
GR-0014296,PO-0017547,2025-08-29,500
GR-0014297,PO-0017548,2024-04-14,200
GR-0014298,PO-0017549,2025-09-02,500
GR-0014299,PO-0017550,2024-10-29,1000
GR-0014300,PO-0017552,2025-05-23,50
GR-0014301,PO-0017554,2025-09-06,100
GR-0014302,PO-0017557,2026-04-20,50
GR-0014303,PO-0017559,2024-09-26,100
GR-0014304,PO-0017561,2025-03-23,200
GR-0014305,PO-0017562,2025-10-09,500
GR-0014306,PO-0017564,2024-04-03,50
GR-0014307,PO-0017565,2024-05-14,50
GR-0014308,PO-0017568,2024-03-18,50
GR-0014309,PO-0017569,2026-04-27,500
GR-0014310,PO-0017570,2024-11-04,50
GR-0014311,PO-0017571,2025-12-16,100
GR-0014312,PO-0017572,2024-03-21,100
GR-0014313,PO-0017573,2024-07-08,500
GR-0014314,PO-0017574,2024-10-07,50
GR-0014315,PO-0017575,2026-05-11,50
GR-0014316,PO-0017577,2025-02-12,200
GR-0014317,PO-0017578,2025-10-23,200
GR-0014318,PO-0017579,2024-07-20,500
GR-0014319,PO-0017582,2026-03-06,1000
GR-0014320,PO-0017583,2026-02-10,100
GR-0014321,PO-0017584,2026-04-03,50
GR-0014322,PO-0017585,2026-02-10,1000
GR-0014323,PO-0017587,2025-03-16,200
GR-0014324,PO-0017588,2026-05-11,50
GR-0014325,PO-0017589,2025-04-08,200
GR-0014326,PO-0017590,2026-03-23,1000
GR-0014327,PO-0017591,2024-06-12,1000
GR-0014328,PO-0017593,2024-04-08,500
GR-0014329,PO-0017594,2024-07-23,1000
GR-0014330,PO-0017595,2024-02-07,500
GR-0014331,PO-0017596,2024-12-01,1000
GR-0014332,PO-0017598,2025-02-06,50
GR-0014333,PO-0017599,2025-10-29,500
GR-0014334,PO-0017600,2024-11-11,50
GR-0014335,PO-0017601,2024-05-08,39
GR-0014336,PO-0017602,2025-12-03,50
GR-0014337,PO-0017603,2025-12-27,50
GR-0014338,PO-0017604,2025-08-31,1000
GR-0014339,PO-0017606,2026-02-11,100
GR-0014340,PO-0017607,2025-09-08,1000
GR-0014341,PO-0017608,2025-08-23,1000
GR-0014342,PO-0017610,2024-09-14,500
GR-0014343,PO-0017611,2024-08-17,50
GR-0014344,PO-0017612,2024-04-04,500
GR-0014345,PO-0017613,2025-11-06,500
GR-0014346,PO-0017614,2025-08-18,200
GR-0014347,PO-0017615,2024-10-15,200
GR-0014348,PO-0017616,2025-08-27,50
GR-0014349,PO-0017617,2026-01-21,1000
GR-0014350,PO-0017618,2025-02-27,500
GR-0014351,PO-0017619,2026-01-01,200
GR-0014352,PO-0017620,2025-01-22,500
GR-0014353,PO-0017621,2025-08-03,100
GR-0014354,PO-0017622,2026-03-24,50
GR-0014355,PO-0017623,2026-02-16,393
GR-0014356,PO-0017625,2024-03-29,1000
GR-0014357,PO-0017626,2024-11-13,50
GR-0014358,PO-0017627,2025-06-10,50
GR-0014359,PO-0017628,2024-03-08,100
GR-0014360,PO-0017629,2026-06-01,100
GR-0014361,PO-0017630,2025-11-25,1000
GR-0014362,PO-0017631,2026-05-27,200
GR-0014363,PO-0017632,2024-03-17,1000
GR-0014364,PO-0017633,2025-10-23,500
GR-0014365,PO-0017634,2024-02-08,100
GR-0014366,PO-0017636,2024-03-08,1000
GR-0014367,PO-0017638,2025-10-09,1000
GR-0014368,PO-0017639,2024-10-18,200
GR-0014369,PO-0017640,2026-03-08,500
GR-0014370,PO-0017642,2025-08-20,50
GR-0014371,PO-0017643,2025-10-31,100
GR-0014372,PO-0017644,2024-04-13,100
GR-0014373,PO-0017645,2024-05-05,50
GR-0014374,PO-0017646,2024-05-29,500
GR-0014375,PO-0017647,2025-04-08,100
GR-0014376,PO-0017648,2024-06-29,1000
GR-0014377,PO-0017649,2025-04-02,50
GR-0014378,PO-0017650,2024-05-29,500
GR-0014379,PO-0017651,2024-04-27,200
GR-0014380,PO-0017653,2025-11-21,100
GR-0014381,PO-0017654,2025-07-26,200
GR-0014382,PO-0017655,2024-06-15,100
GR-0014383,PO-0017656,2024-10-05,200
GR-0014384,PO-0017657,2024-12-05,50
GR-0014385,PO-0017658,2024-11-20,100
GR-0014386,PO-0017659,2024-03-17,1000
GR-0014387,PO-0017660,2024-11-23,200
GR-0014388,PO-0017661,2025-05-13,200
GR-0014389,PO-0017662,2025-10-31,50
GR-0014390,PO-0017663,2025-10-26,100
GR-0014391,PO-0017664,2024-12-05,1000
GR-0014392,PO-0017666,2025-04-25,50
GR-0014393,PO-0017667,2026-01-19,500
GR-0014394,PO-0017668,2026-04-18,1000
GR-0014395,PO-0017669,2025-08-16,50
GR-0014396,PO-0017670,2025-03-02,50
GR-0014397,PO-0017671,2024-12-01,50
GR-0014398,PO-0017672,2024-04-11,1000
GR-0014399,PO-0017673,2025-02-25,100
GR-0014400,PO-0017674,2025-03-21,1000
GR-0014401,PO-0017678,2025-03-21,500
GR-0014402,PO-0017679,2025-01-02,100
GR-0014403,PO-0017680,2024-04-30,500
GR-0014404,PO-0017681,2025-03-30,1000
GR-0014405,PO-0017682,2024-12-15,200
GR-0014406,PO-0017683,2024-09-12,428
GR-0014407,PO-0017684,2025-06-16,1000
GR-0014408,PO-0017685,2024-06-17,200
GR-0014409,PO-0017687,2026-06-06,50
GR-0014410,PO-0017688,2025-09-15,200
GR-0014411,PO-0017689,2025-09-02,200
GR-0014412,PO-0017690,2025-10-23,200
GR-0014413,PO-0017691,2025-08-11,100
GR-0014414,PO-0017693,2025-03-21,1000
GR-0014415,PO-0017696,2026-05-19,200
GR-0014416,PO-0017697,2024-11-22,100
GR-0014417,PO-0017698,2025-11-07,500
GR-0014418,PO-0017699,2025-07-27,500
GR-0014419,PO-0017700,2025-10-01,186
GR-0014420,PO-0017701,2024-09-18,1000
GR-0014421,PO-0017702,2024-03-28,50
GR-0014422,PO-0017703,2026-05-07,1000
GR-0014423,PO-0017704,2025-09-30,200
GR-0014424,PO-0017706,2025-03-21,1000
GR-0014425,PO-0017707,2025-03-17,200
GR-0014426,PO-0017708,2024-04-10,1000
GR-0014427,PO-0017709,2025-12-20,500
GR-0014428,PO-0017710,2025-09-08,100
GR-0014429,PO-0017712,2024-07-21,500
GR-0014430,PO-0017713,2024-04-02,36
GR-0014431,PO-0017715,2026-01-26,50
GR-0014432,PO-0017716,2024-08-29,1000
GR-0014433,PO-0017717,2025-03-19,500
GR-0014434,PO-0017719,2026-04-26,100
GR-0014435,PO-0017720,2025-02-25,100
GR-0014436,PO-0017721,2025-11-04,50
GR-0014437,PO-0017722,2026-02-03,383
GR-0014438,PO-0017723,2025-12-24,147
GR-0014439,PO-0017724,2025-09-26,50
GR-0014440,PO-0017725,2025-10-29,1000
GR-0014441,PO-0017726,2024-08-09,1000
GR-0014442,PO-0017728,2024-06-19,200
GR-0014443,PO-0017729,2026-04-19,200
GR-0014444,PO-0017730,2026-02-10,200
GR-0014445,PO-0017732,2024-02-07,500
GR-0014446,PO-0017733,2026-04-08,500
GR-0014447,PO-0017734,2024-04-01,100
GR-0014448,PO-0017735,2024-04-23,1000
GR-0014449,PO-0017737,2024-03-10,500
GR-0014450,PO-0017739,2025-02-25,100
GR-0014451,PO-0017741,2024-08-17,500
GR-0014452,PO-0017742,2025-01-20,100
GR-0014453,PO-0017744,2025-02-21,50
GR-0014454,PO-0017747,2024-08-20,50
GR-0014455,PO-0017749,2025-07-27,50
GR-0014456,PO-0017750,2024-06-07,500
GR-0014457,PO-0017751,2024-07-24,500
GR-0014458,PO-0017752,2024-06-09,100
GR-0014459,PO-0017753,2026-02-07,500
GR-0014460,PO-0017754,2024-01-31,100
GR-0014461,PO-0017755,2026-03-01,200
GR-0014462,PO-0017758,2025-01-31,500
GR-0014463,PO-0017759,2025-08-02,500
GR-0014464,PO-0017760,2025-04-03,500
GR-0014465,PO-0017762,2025-11-08,50
GR-0014466,PO-0017763,2024-12-23,100
GR-0014467,PO-0017764,2024-04-14,200
GR-0014468,PO-0017765,2025-02-13,100
GR-0014469,PO-0017766,2024-05-19,100
GR-0014470,PO-0017767,2024-10-02,200
GR-0014471,PO-0017768,2024-08-14,200
GR-0014472,PO-0017769,2025-07-27,1000
GR-0014473,PO-0017770,2024-02-04,200
GR-0014474,PO-0017771,2024-09-21,1000
GR-0014475,PO-0017772,2024-07-24,1000
GR-0014476,PO-0017774,2026-04-03,50
GR-0014477,PO-0017775,2024-06-19,200
GR-0014478,PO-0017776,2025-09-17,50
GR-0014479,PO-0017777,2025-11-22,100
GR-0014480,PO-0017778,2024-12-08,200
GR-0014481,PO-0017779,2026-03-14,200
GR-0014482,PO-0017781,2024-10-22,1000
GR-0014483,PO-0017782,2025-11-29,200
GR-0014484,PO-0017783,2026-02-27,1000
GR-0014485,PO-0017785,2025-04-12,100
GR-0014486,PO-0017786,2025-06-18,1000
GR-0014487,PO-0017787,2025-07-02,50
GR-0014488,PO-0017788,2024-07-18,100
GR-0014489,PO-0017790,2026-05-24,182
GR-0014490,PO-0017791,2024-09-08,50
GR-0014491,PO-0017792,2025-01-05,500
GR-0014492,PO-0017793,2025-03-21,100
GR-0014493,PO-0017794,2024-04-03,100
GR-0014494,PO-0017795,2024-09-19,100
GR-0014495,PO-0017796,2024-06-18,813
GR-0014496,PO-0017797,2024-03-17,100
GR-0014497,PO-0017798,2024-02-07,100
GR-0014498,PO-0017800,2026-01-21,50
GR-0014499,PO-0017801,2025-12-29,100
GR-0014500,PO-0017802,2026-04-23,1000
GR-0014501,PO-0017803,2025-08-15,50
GR-0014502,PO-0017804,2025-08-01,50
GR-0014503,PO-0017805,2025-03-01,1000
GR-0014504,PO-0017806,2024-05-25,500
GR-0014505,PO-0017807,2025-12-22,50
GR-0014506,PO-0017808,2025-05-14,100
GR-0014507,PO-0017809,2024-08-20,476
GR-0014508,PO-0017811,2025-11-01,200
GR-0014509,PO-0017812,2025-10-15,500
GR-0014510,PO-0017813,2024-02-27,1000
GR-0014511,PO-0017814,2026-04-02,200
GR-0014512,PO-0017815,2026-04-13,500
GR-0014513,PO-0017817,2024-08-10,200
GR-0014514,PO-0017818,2024-05-15,500
GR-0014515,PO-0017819,2026-02-22,200
GR-0014516,PO-0017820,2025-01-15,100
GR-0014517,PO-0017821,2024-03-12,50
GR-0014518,PO-0017822,2024-10-27,500
GR-0014519,PO-0017823,2025-04-24,44
GR-0014520,PO-0017824,2026-03-21,1000
GR-0014521,PO-0017825,2024-08-02,37
GR-0014522,PO-0017826,2025-06-17,500
GR-0014523,PO-0017827,2024-07-01,50
GR-0014524,PO-0017828,2025-08-17,50
GR-0014525,PO-0017829,2025-03-29,88
GR-0014526,PO-0017830,2025-05-06,1000
GR-0014527,PO-0017831,2025-11-03,500
GR-0014528,PO-0017833,2024-09-08,43
GR-0014529,PO-0017834,2025-10-16,50
GR-0014530,PO-0017836,2024-05-24,50
GR-0014531,PO-0017837,2024-09-18,100
GR-0014532,PO-0017839,2024-07-14,1000
GR-0014533,PO-0017840,2024-09-20,75
GR-0014534,PO-0017841,2025-01-01,500
