col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h
PO-0016240,S-0020,M-0125,2025-07-05,2025-08-22,100,4994.57,OPEN
PO-0016241,S-0053,M-0104,2024-04-10,2024-05-05,1000,2223.81,CLOSED
PO-0016242,S-0037,M-0074,2025-11-30,2025-12-26,200,1926,CLOSED
PO-0016243,S-0022,M-0021,2025-05-15,2025-06-28,50,4836.1,CLOSED
PO-0016244,S-0052,M-0149,2025-04-26,2025-05-13,50,3201.26,CLOSED
PO-0016245,S-0009,M-0030,2026-01-27,2026-03-13,500,3341.4,CLOSED
PO-0016246,S-0038,M-0176,2025-02-17,2025-03-29,1000,2544,CLOSED
PO-0016247,S-0049,M-0051,2024-04-17,2024-05-23,200,2714.19,CLOSED
PO-0016248,S-0043,M-0029,2024-02-24,2024-04-07,100,2041.88,CANCELLED
PO-0016249,S-0027,M-0048,2024-12-29,2025-02-08,50,2735.93,CLOSED
PO-0016250,S-0043,M-0191,2024-06-20,2024-08-02,500,4244.01,CLOSED
PO-0016251,S-0051,M-0169,2025-11-14,2025-12-17,1000,4944.66,OPEN
PO-0016252,S-0016,M-0061,2024-06-25,2024-08-11,1000,3125.61,CLOSED
PO-0016253,S-0026,M-0167,2024-12-01,2024-12-24,500,4842.62,CLOSED
PO-0016254,S-0030,M-0155,2024-10-28,2024-11-10,100,3783.05,CLOSED
PO-0016255,S-0039,M-0033,2025-04-27,2025-05-25,200,2236.84,CLOSED
PO-0016256,S-0037,M-0074,2024-01-25,2024-02-20,500,1926,CLOSED
PO-0016257,S-0050,M-0193,2026-01-04,2026-02-21,1000,3391.13,CLOSED
PO-0016258,S-0025,M-0145,2024-12-08,2024-12-19,200,1224.17,CLOSED
PO-0016259,S-0058,M-0070,2024-06-09,2024-06-23,100,807.31,CLOSED
PO-0016260,S-0029,M-0126,2026-04-22,2026-06-14,100,1758.36,CLOSED
PO-0016261,S-0058,M-0052,2024-09-15,2024-09-29,100,1136.14,CLOSED
PO-0016262,S-0054,M-0073,2025-10-09,2025-10-28,1000,4414.07,OPEN
PO-0016263,S-0041,M-0011,2025-05-15,2025-05-26,50,3719.09,CLOSED
PO-0016264,S-0054,M-0043,2024-03-29,2024-04-17,50,4491.18,CLOSED
PO-0016265,S-0049,M-0058,2024-05-05,2024-06-10,200,3772.45,CLOSED
PO-0016266,S-0048,M-0031,2024-12-28,2025-02-07,100,2867.07,CLOSED
PO-0016267,S-0021,M-0042,2024-07-31,2024-08-23,500,4084.28,CANCELLED
PO-0016268,S-0047,M-0177,2025-05-05,2025-06-02,1000,2317.31,CLOSED
PO-0016269,S-0005,M-0160,2025-11-27,2026-01-14,50,1545.84,CLOSED
PO-0016270,S-0001,M-0173,2025-04-05,2025-05-29,50,2964.82,CLOSED
PO-0016271,S-0047,M-0132,2024-01-07,2024-02-04,500,4361.12,CLOSED
PO-0016272,S-0038,M-0066,2024-03-01,2024-04-10,500,3501.11,CLOSED
PO-0016273,S-0043,M-0006,2024-11-09,2024-12-22,100,4662.19,CLOSED
PO-0016274,S-0011,M-0054,2024-05-18,2024-07-03,500,4904.57,CLOSED
PO-0016275,S-0044,M-0027,2025-03-24,2025-04-12,1000,2184.92,CLOSED
PO-0016276,S-0044,M-0027,2024-05-05,2024-05-24,50,2184.92,CLOSED
PO-0016277,S-0044,M-0143,2024-04-01,2024-04-20,100,415.62,CLOSED
PO-0016278,S-0039,M-0094,2025-08-19,2025-09-16,500,3889.68,CLOSED
PO-0016279,S-0010,M-0047,2025-11-04,2025-11-18,100,3485.05,OPEN
PO-0016280,S-0003,M-0130,2025-08-28,2025-10-01,100,4828.5,CLOSED
PO-0016281,S-0031,M-0133,2025-07-13,2025-08-12,500,3135.13,CLOSED
PO-0016282,S-0007,M-0166,2025-09-03,2025-10-07,200,4513.4,CLOSED
PO-0016283,S-0020,M-0064,2026-04-25,2026-06-12,500,177.11,CLOSED
PO-0016284,S-0017,M-0007,2024-04-03,2024-05-09,500,3724.96,CLOSED
PO-0016285,S-0025,M-0127,2025-07-04,2025-07-15,50,4354.53,CLOSED
PO-0016286,S-0031,M-0037,2025-09-01,2025-10-01,100,2304.31,CLOSED
PO-0016287,S-0034,M-0081,2024-04-02,2024-05-25,100,4983.33,CLOSED
PO-0016288,S-0017,M-0174,2024-06-11,2024-07-17,200,3721.5,CLOSED
PO-0016289,S-0034,M-0109,2025-12-22,2026-02-13,1000,948.37,CLOSED
PO-0016290,S-0052,M-0149,2025-11-14,2025-12-01,500,3201.26,CANCELLED
PO-0016291,S-0007,M-0166,2024-01-31,2024-03-05,500,4513.4,CLOSED
PO-0016292,S-0054,M-0005,2025-12-11,2025-12-30,500,1547.46,CLOSED
PO-0016293,S-0011,M-0198,2025-02-21,2025-04-08,100,3621.9,OPEN
PO-0016294,S-0030,M-0072,2025-09-06,2025-09-19,100,2982.75,CLOSED
PO-0016295,S-0037,M-0074,2025-10-27,2025-11-22,1000,1926,CLOSED
PO-0016296,S-0012,M-0098,2026-01-09,2026-01-20,1000,824.84,CLOSED
PO-0016297,S-0059,M-0179,2025-12-01,2025-12-13,100,4501.37,CLOSED
PO-0016298,S-0050,M-0171,2024-11-02,2024-12-20,500,64.04,CLOSED
PO-0016299,S-0044,M-0200,2024-05-17,2024-06-05,1000,2243.41,OPEN
PO-0016300,S-0040,M-0016,2025-11-07,2025-11-28,50,4329.8,CLOSED
PO-0016301,S-0025,M-0128,2024-12-28,2025-01-08,100,266.05,CLOSED
PO-0016302,S-0031,M-0037,2024-04-26,2024-05-26,200,2304.31,CLOSED
PO-0016303,S-0054,M-0073,2025-09-12,2025-10-01,1000,4414.07,OPEN
PO-0016304,S-0030,M-0182,2025-02-06,2025-02-19,1000,2179.49,CLOSED
PO-0016305,S-0020,M-0064,2025-06-21,2025-08-08,50,177.11,OPEN
PO-0016306,S-0002,M-0023,2024-06-03,2024-06-16,50,933.91,CLOSED
PO-0016307,S-0019,M-0086,2025-03-06,2025-04-07,500,938.24,CLOSED
PO-0016308,S-0035,M-0172,2025-04-14,2025-06-02,100,594.14,CLOSED
PO-0016309,S-0039,M-0067,2024-12-30,2025-01-27,1000,3924.04,CLOSED
PO-0016310,S-0010,M-0047,2024-08-06,2024-08-20,50,3485.05,CLOSED
PO-0016311,S-0021,M-0042,2025-07-17,2025-08-09,200,4084.28,CLOSED
PO-0016312,S-0008,M-0102,2024-03-06,2024-03-19,500,3255.79,CLOSED
PO-0016313,S-0056,M-0089,2024-01-10,2024-02-19,1000,1457.48,CLOSED
PO-0016314,S-0005,M-0160,2025-08-23,2025-10-10,50,1545.84,CLOSED
PO-0016315,S-0037,M-0146,2024-11-27,2024-12-23,500,1511.39,CLOSED
PO-0016316,S-0060,M-0124,2025-06-15,2025-07-05,1000,4111.72,CLOSED
PO-0016317,S-0005,M-0170,2026-03-07,2026-04-24,500,2952.6,CLOSED
PO-0016318,S-0003,M-0130,2024-12-01,2025-01-04,100,4828.5,OPEN
PO-0016319,S-0041,M-0010,2024-11-26,2024-12-07,100,268.23,CLOSED
PO-0016320,S-0017,M-0142,2024-07-10,2024-08-15,500,3350.86,CLOSED
PO-0016321,S-0057,M-0004,2026-03-05,2026-03-16,1000,1879.16,CLOSED
PO-0016322,S-0040,M-0159,2024-02-24,2024-03-16,500,4580.52,CLOSED
PO-0016323,S-0049,M-0137,2024-02-23,2024-03-30,500,873.51,CLOSED
PO-0016324,S-0031,M-0133,2024-02-06,2024-03-07,200,3135.13,CLOSED
PO-0016325,S-0019,M-0086,2024-02-02,2024-03-05,100,938.24,CLOSED
PO-0016326,S-0054,M-0043,2025-06-30,2025-07-19,100,4491.18,CLOSED
PO-0016327,S-0029,M-0126,2024-07-12,2024-09-03,500,1758.36,CLOSED
PO-0016328,S-0012,M-0140,2026-02-21,2026-03-04,1000,4360.66,CLOSED
PO-0016329,S-0031,M-0062,2025-04-18,2025-05-18,100,4741.4,CLOSED
PO-0016330,S-0059,M-0152,2024-05-23,2024-06-04,100,3750.03,CLOSED
PO-0016331,S-0035,M-0172,2024-12-07,2025-01-25,50,594.14,OPEN
PO-0016332,S-0041,M-0045,2025-05-06,2025-05-17,200,2227.37,CLOSED
PO-0016333,S-0015,M-0101,2025-04-04,2025-04-24,1000,2969.46,CLOSED
PO-0016334,S-0040,M-0159,2024-07-21,2024-08-11,1000,4580.52,CLOSED
PO-0016335,S-0017,M-0026,2024-06-27,2024-08-02,100,2208.48,CLOSED
PO-0016336,S-0030,M-0041,2024-02-07,2024-02-20,100,3354.51,CLOSED
PO-0016337,S-0027,M-0185,2025-05-02,2025-06-12,50,2162.48,CLOSED
PO-0016338,S-0046,M-0121,2025-08-01,2025-09-18,50,4181.88,OPEN
PO-0016339,S-0025,M-0158,2025-06-19,2025-06-30,50,3390.44,CLOSED
PO-0016340,S-0005,M-0103,2024-01-26,2024-03-14,200,3973.51,CLOSED
PO-0016341,S-0020,M-0144,2025-10-26,2025-12-13,1000,1287.99,OPEN
PO-0016342,S-0048,M-0197,2025-03-04,2025-04-14,200,1912.16,CLOSED
PO-0016343,S-0012,M-0140,2024-07-22,2024-08-02,200,4360.66,CLOSED
PO-0016344,S-0005,M-0170,2024-05-01,2024-06-18,100,2952.6,CLOSED
PO-0016345,S-0025,M-0127,2026-02-05,2026-02-16,200,4354.53,CLOSED
PO-0016346,S-0052,M-0040,2025-03-20,2025-04-06,1000,298.58,CLOSED
PO-0016347,S-0022,M-0090,2025-05-08,2025-06-21,50,1299.77,CLOSED
PO-0016348,S-0017,M-0044,2026-02-18,2026-03-26,200,1422.69,CLOSED
PO-0016349,S-0035,M-0087,2025-08-10,2025-09-28,200,275.3,CLOSED
PO-0016350,S-0037,M-0074,2026-02-14,2026-03-12,1000,1926,OPEN
PO-0016351,S-0029,M-0117,2025-02-01,2025-03-26,100,192.9,OPEN
PO-0016352,S-0027,M-0185,2024-07-26,2024-09-05,50,2162.48,CLOSED
PO-0016353,S-0025,M-0127,2025-02-09,2025-02-20,200,4354.53,CLOSED
PO-0016354,S-0029,M-0116,2025-04-27,2025-06-19,500,1371.93,CLOSED
PO-0016355,S-0002,M-0108,2024-10-03,2024-10-16,500,249.15,OPEN
PO-0016356,S-0018,M-0046,2025-03-14,2025-04-10,50,4470.48,CLOSED
PO-0016357,S-0044,M-0065,2025-05-01,2025-05-20,200,4710.28,CLOSED
PO-0016358,S-0020,M-0144,2024-03-02,2024-04-19,200,1287.99,CLOSED
PO-0016359,S-0035,M-0087,2025-12-23,2026-02-10,200,275.3,CLOSED
PO-0016360,S-0031,M-0062,2025-05-06,2025-06-05,500,4741.4,CLOSED
PO-0016361,S-0045,M-0165,2024-06-14,2024-07-18,1000,2244.75,CLOSED
PO-0016362,S-0031,M-0037,2025-02-16,2025-03-18,500,2304.31,CLOSED
PO-0016363,S-0007,M-0162,2025-03-16,2025-04-19,1000,721.54,CLOSED
PO-0016364,S-0002,M-0050,2025-05-13,2025-05-26,200,2411.05,CLOSED
PO-0016365,S-0041,M-0045,2026-04-19,2026-04-30,1000,2227.37,CLOSED
PO-0016366,S-0007,M-0162,2025-01-03,2025-02-06,100,721.54,OPEN
PO-0016367,S-0055,M-0069,2024-10-18,2024-11-14,200,572.42,CLOSED
PO-0016368,S-0020,M-0064,2024-08-02,2024-09-19,200,177.11,CLOSED
PO-0016369,S-0029,M-0117,2024-07-15,2024-09-06,500,192.9,CLOSED
PO-0016370,S-0046,M-0181,2025-07-11,2025-08-28,500,4973.41,CLOSED
PO-0016371,S-0002,M-0050,2024-07-08,2024-07-21,50,2411.05,CLOSED
PO-0016372,S-0027,M-0048,2026-01-05,2026-02-15,500,2735.93,CLOSED
PO-0016373,S-0025,M-0128,2024-05-31,2024-06-11,100,266.05,CLOSED
PO-0016374,S-0043,M-0163,2024-01-07,2024-02-19,500,2957.33,CLOSED
PO-0016375,S-0056,M-0019,2025-08-05,2025-09-14,200,1151.05,CLOSED
PO-0016376,S-0028,M-0068,2025-03-28,2025-04-22,500,2554.51,CLOSED
PO-0016377,S-0041,M-0045,2024-03-18,2024-03-29,50,2227.37,CLOSED
PO-0016378,S-0040,M-0016,2025-09-03,2025-09-24,100,4329.8,CLOSED
PO-0016379,S-0049,M-0137,2025-05-12,2025-06-17,50,873.51,CLOSED
PO-0016380,S-0015,M-0101,2026-04-04,2026-04-24,100,2969.46,CLOSED
PO-0016381,S-0007,M-0024,2025-03-19,2025-04-22,500,1761.15,CLOSED
PO-0016382,S-0010,M-0047,2025-09-29,2025-10-13,200,3485.05,CLOSED
PO-0016383,S-0059,M-0095,2026-04-03,2026-04-15,200,4307.82,CLOSED
PO-0016384,S-0003,M-0138,2025-08-04,2025-09-07,1000,1502.17,OPEN
PO-0016385,S-0046,M-0100,2024-11-29,2025-01-16,1000,4305.05,CLOSED
PO-0016386,S-0036,M-0078,2026-01-25,2026-03-11,50,2406.66,CLOSED
PO-0016387,S-0057,M-0184,2025-02-03,2025-02-14,200,1727.71,CLOSED
PO-0016388,S-0002,M-0017,2025-04-02,2025-04-15,50,4626.21,OPEN
PO-0016389,S-0044,M-0092,2024-06-23,2024-07-12,100,788.53,CLOSED
PO-0016390,S-0051,M-0151,2024-04-28,2024-05-31,50,2918.89,OPEN
PO-0016391,S-0043,M-0006,2025-10-05,2025-11-17,200,4662.19,OPEN
PO-0016392,S-0001,M-0147,2026-04-28,2026-06-21,50,3902.64,CLOSED
PO-0016393,S-0017,M-0142,2024-04-26,2024-06-01,500,3350.86,CLOSED
PO-0016394,S-0017,M-0142,2026-02-26,2026-04-03,100,3350.86,CLOSED
PO-0016395,S-0034,M-0109,2025-12-07,2026-01-29,1000,948.37,CLOSED
PO-0016396,S-0004,M-0188,2026-04-22,2026-05-31,100,2830.33,CANCELLED
PO-0016397,S-0020,M-0125,2025-09-09,2025-10-27,100,4994.57,CLOSED
PO-0016398,S-0005,M-0160,2025-05-24,2025-07-11,100,1545.84,CLOSED
PO-0016399,S-0031,M-0062,2025-11-21,2025-12-21,1000,4741.4,CLOSED
PO-0016400,S-0041,M-0110,2024-08-25,2024-09-05,1000,2376.55,CLOSED
PO-0016401,S-0048,M-0197,2025-07-07,2025-08-17,1000,1912.16,OPEN
PO-0016402,S-0003,M-0130,2025-10-16,2025-11-19,1000,4828.5,CLOSED
PO-0016403,S-0009,M-0161,2024-09-08,2024-10-23,200,1556.6,CLOSED
PO-0016404,S-0046,M-0100,2025-02-16,2025-04-05,1000,4305.05,CLOSED
PO-0016405,S-0012,M-0084,2025-11-02,2025-11-13,200,3706.09,CLOSED
PO-0016406,S-0047,M-0177,2026-04-30,2026-05-28,1000,2317.31,OPEN
PO-0016407,S-0019,M-0088,2025-11-22,2025-12-24,100,4348.88,CLOSED
PO-0016408,S-0048,M-0123,2025-01-17,2025-02-27,1000,1417.42,CLOSED
PO-0016409,S-0039,M-0025,2024-12-29,2025-01-26,1000,1956.72,CLOSED
PO-0016410,S-0059,M-0095,2025-11-10,2025-11-22,100,4307.82,CLOSED
PO-0016411,S-0001,M-0147,2024-04-14,2024-06-07,200,3902.64,CLOSED
PO-0016412,S-0059,M-0129,2026-03-09,2026-03-21,200,4942.65,CLOSED
PO-0016413,S-0037,M-0096,2025-05-03,2025-05-29,1000,3067.67,CLOSED
PO-0016414,S-0052,M-0040,2026-02-15,2026-03-04,1000,298.58,CLOSED
PO-0016415,S-0006,M-0106,2026-04-08,2026-05-22,500,4452.64,CLOSED
PO-0016416,S-0002,M-0050,2026-04-02,2026-04-15,1000,2411.05,CLOSED
PO-0016417,S-0046,M-0181,2024-09-12,2024-10-30,100,4973.41,CLOSED
PO-0016418,S-0059,M-0179,2026-02-11,2026-02-23,100,4501.37,CLOSED
PO-0016419,S-0003,M-0130,2024-07-15,2024-08-18,200,4828.5,CLOSED
PO-0016420,S-0025,M-0145,2024-07-19,2024-07-30,500,1224.17,CLOSED
PO-0016421,S-0016,M-0061,2025-06-09,2025-07-26,1000,3125.61,CLOSED
PO-0016422,S-0020,M-0190,2025-09-10,2025-10-28,100,2910.7,CLOSED
PO-0016423,S-0043,M-0168,2024-11-05,2024-12-18,100,3215.49,CLOSED
PO-0016424,S-0049,M-0051,2025-02-14,2025-03-22,1000,2714.19,CLOSED
PO-0016425,S-0058,M-0070,2024-09-05,2024-09-19,200,807.31,CLOSED
PO-0016426,S-0049,M-0058,2026-01-19,2026-02-24,1000,3772.45,CLOSED
PO-0016427,S-0039,M-0067,2025-11-17,2025-12-15,1000,3924.04,CLOSED
PO-0016428,S-0041,M-0011,2025-10-08,2025-10-19,100,3719.09,CLOSED
PO-0016429,S-0052,M-0149,2025-07-26,2025-08-12,1000,3201.26,CLOSED
PO-0016430,S-0051,M-0079,2024-11-27,2024-12-30,500,1506.47,CLOSED
PO-0016431,S-0041,M-0136,2024-06-26,2024-07-07,200,3746.49,CLOSED
PO-0016432,S-0038,M-0085,2024-08-17,2024-09-26,50,1450.84,CLOSED
PO-0016433,S-0001,M-0077,2025-11-21,2026-01-14,200,473.78,CLOSED
PO-0016434,S-0044,M-0092,2024-04-01,2024-04-20,200,788.53,CLOSED
PO-0016435,S-0010,M-0047,2025-07-14,2025-07-28,1000,3485.05,CLOSED
PO-0016436,S-0002,M-0023,2025-02-21,2025-03-06,500,933.91,CLOSED
PO-0016437,S-0029,M-0116,2025-02-24,2025-04-18,500,1371.93,CLOSED
PO-0016438,S-0059,M-0129,2024-08-01,2024-08-13,1000,4942.65,CLOSED
PO-0016439,S-0005,M-0160,2024-02-26,2024-04-14,50,1545.84,CLOSED
PO-0016440,S-0038,M-0085,2024-12-07,2025-01-16,1000,1450.84,CLOSED
PO-0016441,S-0044,M-0143,2025-12-21,2026-01-09,500,415.62,OPEN
PO-0016442,S-0039,M-0033,2024-08-07,2024-09-04,200,2236.84,CLOSED
PO-0016443,S-0017,M-0063,2024-06-24,2024-07-30,1000,3049.17,CLOSED
PO-0016444,S-0039,M-0194,2024-03-24,2024-04-21,100,943.06,CLOSED
PO-0016445,S-0010,M-0047,2025-10-31,2025-11-14,200,3485.05,CLOSED
PO-0016446,S-0016,M-0141,2026-02-01,2026-03-20,100,758.43,CLOSED
PO-0016447,S-0019,M-0086,2025-10-06,2025-11-07,500,938.24,CLOSED
PO-0016448,S-0044,M-0065,2024-03-20,2024-04-08,50,4710.28,CLOSED
PO-0016449,S-0017,M-0154,2025-03-09,2025-04-14,500,3745.47,CLOSED
PO-0016450,S-0044,M-0065,2024-10-17,2024-11-05,200,4710.28,CLOSED
PO-0016451,S-0041,M-0136,2025-09-26,2025-10-07,50,3746.49,CLOSED
PO-0016452,S-0056,M-0018,2026-01-17,2026-02-26,200,838.03,CLOSED
PO-0016453,S-0052,M-0149,2024-08-22,2024-09-08,500,3201.26,OPEN
PO-0016454,S-0049,M-0058,2024-01-02,2024-02-07,50,3772.45,CLOSED
PO-0016455,S-0017,M-0174,2024-04-13,2024-05-19,50,3721.5,CLOSED
PO-0016456,S-0047,M-0156,2024-11-06,2024-12-04,100,1860.59,CLOSED
PO-0016457,S-0004,M-0188,2024-12-01,2025-01-09,500,2830.33,CLOSED
PO-0016458,S-0038,M-0085,2025-06-15,2025-07-25,500,1450.84,CLOSED
PO-0016459,S-0029,M-0126,2024-12-04,2025-01-26,200,1758.36,CLOSED
PO-0016460,S-0045,M-0039,2024-06-06,2024-07-10,200,3903.18,CLOSED
PO-0016461,S-0044,M-0200,2024-05-06,2024-05-25,100,2243.41,CLOSED
PO-0016462,S-0010,M-0139,2025-11-02,2025-11-16,50,2089.66,CLOSED
PO-0016463,S-0011,M-0054,2024-07-13,2024-08-28,200,4904.57,OPEN
PO-0016464,S-0017,M-0026,2024-06-22,2024-07-28,100,2208.48,CANCELLED
PO-0016465,S-0031,M-0178,2024-03-06,2024-04-05,200,3446.18,CLOSED
PO-0016466,S-0050,M-0171,2025-12-01,2026-01-18,200,64.04,OPEN
PO-0016467,S-0046,M-0121,2024-10-31,2024-12-18,500,4181.88,CLOSED
PO-0016468,S-0017,M-0107,2026-01-11,2026-02-16,50,1183.18,CLOSED
PO-0016469,S-0020,M-0020,2026-04-08,2026-05-26,500,167.14,CLOSED
PO-0016470,S-0031,M-0034,2026-03-17,2026-04-16,100,469.74,OPEN
PO-0016471,S-0017,M-0142,2024-02-20,2024-03-27,200,3350.86,CLOSED
PO-0016472,S-0028,M-0012,2026-02-08,2026-03-05,500,603.78,CLOSED
PO-0016473,S-0047,M-0132,2026-03-11,2026-04-08,1000,4361.12,CLOSED
PO-0016474,S-0049,M-0058,2024-10-29,2024-12-04,1000,3772.45,CLOSED
PO-0016475,S-0041,M-0135,2025-09-05,2025-09-16,100,227.7,CLOSED
PO-0016476,S-0053,M-0104,2024-05-28,2024-06-22,200,2223.81,OPEN
PO-0016477,S-0056,M-0131,2025-08-09,2025-09-18,50,2653.46,CLOSED
PO-0016478,S-0009,M-0153,2024-01-30,2024-03-15,1000,2677.72,OPEN
PO-0016479,S-0044,M-0143,2025-04-30,2025-05-19,500,415.62,CLOSED
PO-0016480,S-0011,M-0054,2024-07-05,2024-08-20,100,4904.57,CLOSED
PO-0016481,S-0042,M-0164,2024-08-17,2024-10-05,1000,3097.48,CLOSED
PO-0016482,S-0044,M-0200,2026-02-05,2026-02-24,200,2243.41,CLOSED
PO-0016483,S-0031,M-0178,2026-01-08,2026-02-07,200,3446.18,CLOSED
PO-0016484,S-0005,M-0170,2026-02-07,2026-03-27,100,2952.6,CANCELLED
PO-0016485,S-0003,M-0014,2024-01-31,2024-03-05,100,4499.96,CLOSED
PO-0016486,S-0035,M-0172,2025-03-27,2025-05-15,500,594.14,CLOSED
PO-0016487,S-0023,M-0195,2024-10-22,2024-11-06,200,4355.82,CLOSED
PO-0016488,S-0027,M-0048,2024-06-25,2024-08-05,50,2735.93,CLOSED
PO-0016489,S-0057,M-0184,2024-12-21,2025-01-01,100,1727.71,CLOSED
PO-0016490,S-0047,M-0156,2025-08-21,2025-09-18,1000,1860.59,CLOSED
PO-0016491,S-0003,M-0014,2024-06-13,2024-07-17,50,4499.96,CLOSED
PO-0016492,S-0060,M-0002,2024-03-22,2024-04-11,50,2318.51,CLOSED
PO-0016493,S-0007,M-0166,2025-12-02,2026-01-05,100,4513.4,CLOSED
PO-0016494,S-0010,M-0139,2024-04-05,2024-04-19,200,2089.66,OPEN
PO-0016495,S-0053,M-0091,2024-02-02,2024-02-27,500,2484.15,CLOSED
PO-0016496,S-0057,M-0184,2024-09-11,2024-09-22,50,1727.71,CLOSED
PO-0016497,S-0009,M-0030,2025-12-03,2026-01-17,500,3341.4,CLOSED
PO-0016498,S-0041,M-0009,2025-12-12,2025-12-23,1000,2468.23,CLOSED
PO-0016499,S-0012,M-0140,2024-01-02,2024-01-13,1000,4360.66,CLOSED
PO-0016500,S-0006,M-0093,2024-05-25,2024-07-08,200,2812.46,OPEN
PO-0016501,S-0025,M-0145,2024-10-22,2024-11-02,500,1224.17,CLOSED
PO-0016502,S-0001,M-0147,2025-01-21,2025-03-16,100,3902.64,OPEN
PO-0016503,S-0014,M-0049,2026-02-22,2026-04-10,200,4528.95,CLOSED
PO-0016504,S-0046,M-0038,2024-12-09,2025-01-26,200,2028.28,CLOSED
PO-0016505,S-0025,M-0158,2026-03-26,2026-04-06,100,3390.44,CLOSED
PO-0016506,S-0010,M-0180,2026-01-30,2026-02-13,100,1411.33,CLOSED
PO-0016507,S-0006,M-0093,2025-04-14,2025-05-28,100,2812.46,CLOSED
PO-0016508,S-0029,M-0117,2024-11-16,2025-01-08,1000,192.9,CLOSED
PO-0016509,S-0051,M-0151,2026-03-26,2026-04-28,500,2918.89,CLOSED
PO-0016510,S-0042,M-0056,2025-02-20,2025-04-10,50,4340.91,CLOSED
PO-0016511,S-0014,M-0015,2025-10-07,2025-11-23,100,558.83,CLOSED
PO-0016512,S-0046,M-0118,2026-02-07,2026-03-27,200,2776.65,CLOSED
PO-0016513,S-0054,M-0005,2024-10-25,2024-11-13,100,1547.46,CLOSED
PO-0016514,S-0007,M-0024,2024-05-29,2024-07-02,50,1761.15,CLOSED
PO-0016515,S-0044,M-0200,2025-08-07,2025-08-26,100,2243.41,CLOSED
PO-0016516,S-0041,M-0110,2025-02-27,2025-03-10,200,2376.55,CLOSED
PO-0016517,S-0034,M-0071,2025-12-30,2026-02-21,1000,4050.59,CLOSED
PO-0016518,S-0030,M-0072,2025-10-14,2025-10-27,50,2982.75,CLOSED
PO-0016519,S-0045,M-0099,2026-04-18,2026-05-22,1000,1491.73,OPEN
PO-0016520,S-0023,M-0195,2024-09-30,2024-10-15,100,4355.82,OPEN
PO-0016521,S-0042,M-0164,2025-08-24,2025-10-12,200,3097.48,CLOSED
PO-0016522,S-0048,M-0197,2024-06-19,2024-07-30,100,1912.16,CLOSED
PO-0016523,S-0039,M-0033,2025-10-08,2025-11-05,500,2236.84,CLOSED
PO-0016524,S-0001,M-0173,2024-02-21,2024-04-15,500,2964.82,CLOSED
PO-0016525,S-0012,M-0140,2024-03-21,2024-04-01,50,4360.66,CLOSED
PO-0016526,S-0017,M-0142,2026-03-20,2026-04-25,50,3350.86,OPEN
PO-0016527,S-0034,M-0071,2024-05-05,2024-06-27,100,4050.59,CLOSED
PO-0016528,S-0002,M-0053,2025-10-10,2025-10-23,200,3360.92,CLOSED
PO-0016529,S-0048,M-0197,2025-08-11,2025-09-21,100,1912.16,CLOSED
PO-0016530,S-0023,M-0060,2025-08-04,2025-08-19,1000,389.66,OPEN
PO-0016531,S-0009,M-0153,2025-11-12,2025-12-27,1000,2677.72,CLOSED
PO-0016532,S-0017,M-0026,2024-12-12,2025-01-17,100,2208.48,CLOSED
PO-0016533,S-0045,M-0039,2026-03-14,2026-04-17,1000,3903.18,CLOSED
PO-0016534,S-0043,M-0112,2024-03-27,2024-05-09,1000,231.65,CLOSED
PO-0016535,S-0038,M-0085,2025-07-25,2025-09-03,100,1450.84,OPEN
PO-0016536,S-0004,M-0115,2024-07-17,2024-08-25,200,1840.81,CLOSED
PO-0016537,S-0043,M-0029,2024-02-02,2024-03-16,50,2041.88,CLOSED
PO-0016538,S-0001,M-0077,2026-02-06,2026-04-01,100,473.78,CLOSED
PO-0016539,S-0043,M-0029,2025-11-21,2026-01-03,50,2041.88,CLOSED
PO-0016540,S-0009,M-0161,2025-03-26,2025-05-10,50,1556.6,CLOSED
PO-0016541,S-0035,M-0172,2025-01-25,2025-03-15,50,594.14,CLOSED
PO-0016542,S-0031,M-0133,2024-08-07,2024-09-06,100,3135.13,CLOSED
PO-0016543,S-0023,M-0195,2025-05-15,2025-05-30,200,4355.82,CLOSED
PO-0016544,S-0005,M-0160,2025-05-15,2025-07-02,50,1545.84,CLOSED
PO-0016545,S-0047,M-0132,2024-08-08,2024-09-05,500,4361.12,CLOSED
PO-0016546,S-0010,M-0180,2025-04-10,2025-04-24,500,1411.33,CLOSED
PO-0016547,S-0044,M-0200,2024-07-18,2024-08-06,200,2243.41,OPEN
PO-0016548,S-0054,M-0120,2024-05-24,2024-06-12,200,4666.63,CLOSED
PO-0016549,S-0005,M-0003,2025-07-24,2025-09-10,200,2554.13,CLOSED
PO-0016550,S-0006,M-0199,2025-06-12,2025-07-26,500,829.18,OPEN
PO-0016551,S-0038,M-0085,2025-01-14,2025-02-23,200,1450.84,CLOSED
PO-0016552,S-0028,M-0187,2025-08-07,2025-09-01,100,3707.04,OPEN
PO-0016553,S-0040,M-0016,2025-04-16,2025-05-07,500,4329.8,CLOSED
PO-0016554,S-0005,M-0160,2025-08-28,2025-10-15,500,1545.84,CLOSED
PO-0016555,S-0055,M-0075,2025-11-22,2025-12-19,500,2463.37,CLOSED
PO-0016556,S-0055,M-0069,2025-09-04,2025-10-01,500,572.42,CLOSED
PO-0016557,S-0042,M-0022,2026-03-02,2026-04-20,1000,3413.61,CLOSED
